13
60
1,1,1,1,1,1,1,1,1,1,0.833333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666667,1,0.833333,0.666667,1,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0.860086,0.362053,0.169344,0.195977,0.229539,0.342019,0.482047,0.542085,0.606773,0.700816,0.745807,0.728099,0.727804,0.716917,0.629269,0.548968,0.545424,0.611785,0.610254,0.66511,0.678625,0.701589,0.743276,0.770994,0.783988,0.762751,0.670082,0.757844,0.860495,0.814298,0.954186,0.955557,0.921087,0.841992,0.725632,0.703573,0.715667,0.441838,0.58261,0.663661,0.627863,0.589513,0.607046,0.689496,0.683268,0.734267,0.750816,0.778759,0.694564,0.778099,0.761727,0.735725,0.751568,0.745203,0.774462,0.747674,0.76631,0.733193,0.799634,0.789724,
0.973734,0.977075,0.934223,0.760017,0.687287,0.558484,0.501444,0.536268,0.577208,0.534042,0.48095,0.471123,0.444053,0.365829,0.281913,0.246505,0.267782,0.46254,0.627784,0.705939,0.736412,0.791773,0.74069,0.746593,0.723456,0.808907,0.863321,0.908959,0.969566,0.994775,0.951935,0.985293,0.955879,0.885292,0.808796,0.825725,0.766256,0.806916,0.762792,0.495656,0.525021,0.544345,0.574443,0.581607,0.704017,0.650793,0.783397,0.75277,0.675275,0.563945,0.595633,0.661224,0.603639,0.660452,0.695483,0.556669,0.638069,0.599074,0.514319,0.567818,
0.990014,0.873979,0.831302,0.410049,0.395498,0.43255,0.34182,0.308924,0.31563,0.397389,0.302859,0.359152,0.291242,0.472542,0.439821,0.349287,0.487985,0.294188,0.474609,0.551481,0.29346,0.577467,0.320444,0.495132,0.653695,0.709303,0.482866,0.369756,0.710405,0.495852,1,0.956803,0.519378,0.517103,0.390745,0.359581,0.308381,0.320108,0.366701,0.334144,0.293012,0.335713,0.327641,0.285173,0.307521,0.361568,0.405948,0.153363,0.290906,0.288307,0.251607,0.325331,0.269543,0.0971866,0.349977,0.299577,0.235557,0.264504,0.39648,0.454083,
0.853014,0.551641,0.554645,0.554242,0.557667,0.594318,0.673268,0.69192,0.724324,0.729324,0.757045,0.814681,0.78958,0.816338,0.754224,0.768212,0.715529,0.390209,0.291887,0.235399,0.0765609,0.174312,0.397879,0.48111,0.531509,0.693968,0.841969,0.893023,0.905007,0.914642,1,0.964487,0.933539,0.869714,0.690781,0.458848,0.660581,0.824212,0.69488,0.585757,0.346251,0.224698,0.295423,0.714444,0.351321,0.616423,0.658421,0.506577,0.544526,0.841161,0.80061,0.846034,0.864805,0.653756,0.511656,0.725854,0.758212,0.717404,0.647695,0.476209,
0.986109,0.957589,0.846327,0.713078,0.757382,0.770583,0.788855,0.876431,0.913864,0.91614,0.921008,0.90117,0.880244,0.840524,0.825649,0.764196,0.698877,0.775308,0.835102,0.865556,0.832583,0.83548,0.757867,0.701006,0.394194,0.290369,0.76658,0.951287,0.990872,0.999087,0.935843,0.907021,0.91132,0.884171,0.851454,0.804925,0.800558,0.758163,0.722555,0.648716,0.516099,0.574952,0.629481,0.66031,0.687594,0.734042,0.342484,0.78417,0.840899,0.722468,0.656681,0.748421,0.851396,0.747884,0.751984,0.508029,0.665214,0.664829,0.73,0.874187,
1,0.511177,0.140157,0.10099,0.176036,0.257002,0.352627,0.439714,0.457546,0.511648,0.516602,0.497915,0.529788,0.488032,0.347438,0.234622,0.189723,0.206765,0.229087,0.341208,0.430814,0.579356,0.66807,0.692151,0.719142,0.779605,0.774029,0.882072,0.871587,1,1,1,0.961869,0.853447,0.852443,0.787715,0.804381,0.765146,0.682382,0.752656,0.812165,0.789692,0.31931,0.634141,0.751183,0.543774,0.67697,0.605507,0.562826,0.59159,0.647632,0.703787,0.557442,0.537571,0.559444,0.64108,0.413278,0.431277,0.639408,0.732617,
0.361508,0.289081,0.356245,0.244737,0.784197,0.0590861,0.22265,0.288479,0.667151,0.759584,0.716431,0.488596,0.635284,0.666287,0.840914,0.350052,0.0892249,0.342158,0.464441,0.282927,0.28336,0.114428,0.0931919,0.268866,0.539749,0.672807,0.885179,0.660985,1,1,1,1,0.408776,0.52818,0.146341,0.731707,0.836585,0.885366,0.72943,0.539989,0.515414,0.92676,0.771573,0.880812,0.477995,0.806453,0.299182,0.415591,0.684355,0.156646,0.696164,0.154793,0.405642,0.517976,0.298588,0.796496,0.355804,0.689248,0.686068,0.563006,
0.754055,0.574015,0.403333,0.446044,0.559343,0.461359,0.458714,0.430358,0.486129,0.400138,0.419059,0.293593,0.335946,0.447073,0.525656,0.496558,0.410268,0.293637,0.297884,0.462846,0.436322,0.354048,0.381143,0.168704,0.185061,0.299725,0.541517,0.742215,0.900447,0.998647,0.955205,0.865475,0.562404,0.726539,0.488979,0.802628,0.874218,0.725799,0.596676,0.749889,0.820676,0.82912,0.899559,0.836114,0.833541,0.848036,0.687358,0.782471,0.739784,0.716609,0.702372,0.743807,0.509663,0.65318,0.764643,0.535571,0.668299,0.744718,0.551891,0.842297,
1,0.755443,0.373948,0.375751,0.450773,0.347144,0.254124,0.238968,0.214201,0.219298,0.300105,0.426027,0.399394,0.443338,0.396517,0.395042,0.441804,0.524901,0.604911,0.716556,0.638756,0.673173,0.741891,0.782482,0.728411,0.752953,0.785857,0.857131,0.969312,0.949206,1,1,1,1,0.999891,1,1,0.887193,0.806004,0.899329,0.956228,0.903724,0.665322,0.525374,0.494426,0.496773,0.670281,0.775557,0.963547,0.847395,0.623549,0.600285,0.770271,0.887565,0.775999,0.602011,0.727123,0.742661,0.7408,0.489653,
